name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205045313873,"£19,793",16774,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206227049032,"£19,157",3364,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204285121096,"£17,648",23533,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206086588106,"£19,500",29918,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202203083313815,"£17,723",14415,,Manual,Petrol,2,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206267178010,"£20,995",21681,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205276234896,"£19,125",22090,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206026409466,"£18,750",20635,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205276223310,"£19,399",10089,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206086582341,"£20,999",17182,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206227028980,"£21,490",14821,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205215955819,"£18,814",6647,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206237088166,"£18,195",13037,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206277211907,"£17,385",13301,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204255016382,"£15,999",13170,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205045317486,"£20,477",14000,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202203123471012,"£22,785",8297,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202201261773768,"£20,995",7550,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206156823696,"£17,465",14993,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206076542703,"£20,498",18256,,Automatic,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205306305097,"£18,280",11601,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206277207342,"£16,125",18885,94,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross Estate,https://www.autotrader.co.uk/car-details/202206227039489,"£18,400",5337,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206086595539,"£17,999",29375,113,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204305196043,"£16,300",32154,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206086588167,"£17,850",20715,,Manual,Diesel,,SUV,ULEZ,1.6L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206257141390,"£17,390",20477,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205185850517,"£17,499",16223,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204275071436,"£17,150",22105,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206116689695,"£17,999",24663,,Manual,Diesel,,SUV,ULEZ,1.6L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202205055377834,"£16,790",14716,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (69 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202206116699181,"£18,764",16332,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202203223809057,"£21,290",13237,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
Volkswagen T-Cross,https://www.autotrader.co.uk/car-details/202204074433589,"£19,949",20292,,Manual,Petrol,,SUV,ULEZ,1.0L,2019 (19 reg)
