name,link,price,mileage,BHP,transmission,fuel,owners,body,ULEZ,engine,year
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203233871489,"£4,680",102000,103,Manual,Diesel,2,Estate,,1.6L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206136746123,"£4,750",95400,103,Manual,Diesel,,Hatchback,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204204823227,"£13,250",59000,207,Manual,Petrol,2,Hatchback,ULEZ,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205256091429,"£16,139",63500,266,Manual,Petrol,,Hatchback,ULEZ,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202203013058162,"£4,999",99844,103,Manual,Diesel,2,Convertible,,1.6L,2012 (61 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206206984469,"£7,990",54000,138,Manual,Diesel,3,Hatchback,,2.0L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205236000878,"£6,945",64000,103,Manual,Diesel,,Convertible,,1.6L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202111049224829,"£8,749",30548,138,Manual,Diesel,3,Convertible,,2.0L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202204054335640,"£11,490",30320,168,Manual,Diesel,,Hatchback,,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202206106673310,"£7,999",55000,103,Manual,Diesel,2,Hatchback,,1.6L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202111059275075,"£2,499",202066,103,Manual,Diesel,,Estate,,1.6L,2012 (12 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205316358290,"£5,995",124000,168,Manual,Diesel,,Hatchback,,2.0L,2012 (62 reg)
Volkswagen Golf,https://www.autotrader.co.uk/car-details/202205155720343,"£3,200",126500,103,Manual,Diesel,,Hatchback,,1.6L,2012 (62 reg)
